filename,file_size_bytes,word_count,analysis_model,json_model,step1_input_tokens,step1_output_tokens,step1_cost_usd,step2_input_tokens,step2_output_tokens,step2_cost_usd,total_tokens,total_cost_usd,output_file,status,error_message,analyst,processed_at
audiofile-686588583714.txt,2093,386,gpt-4o,gpt-4o-mini,1531,1177,0.015598,2538,981,0.000969,6227,0.016567,audiofile-686588583714_extracted.json,success,,Halibu A,2026-01-08T21:33:27.665404
audiofile-686588607878.txt,2536,467,gpt-4o,gpt-4o-mini,1630,1047,0.014545,2407,1050,0.000991,6134,0.015536,audiofile-686588607878_extracted.json,success,,Halibu A,2026-01-08T21:34:00.588694
audiofile-686588633883.txt,1626,322,gpt-4o,gpt-4o-mini,1285,1140,0.014613,2501,1001,0.000976,5927,0.015588,audiofile-686588633883_extracted.json,success,,Halibu A,2026-01-08T21:34:31.825042
audiofile-686588637827.txt,7040,1312,gpt-4o,gpt-4o-mini,3129,1187,0.019692,2548,1102,0.001043,7966,0.020736,audiofile-686588637827_extracted.json,success,,Halibu A,2026-01-08T21:35:09.446286
audiofile-686588645273.txt,2090,388,gpt-4o,gpt-4o-mini,1438,999,0.013585,2360,980,0.000942,5777,0.014527,audiofile-686588645273_extracted.json,success,,Halibu A,2026-01-08T21:35:46.502673
audiofile-686588649877.txt,2573,496,gpt-4o,gpt-4o-mini,1620,1156,0.015610,2517,976,0.000963,6269,0.016573,audiofile-686588649877_extracted.json,success,,Halibu A,2026-01-08T21:36:24.590936
audiofile-686588652209.txt,4717,896,gpt-4o,gpt-4o-mini,2342,1328,0.019135,2689,1063,0.001041,7422,0.020176,audiofile-686588652209_extracted.json,success,,Halibu A,2026-01-08T21:37:07.734214
audiofile-686588658799.txt,2923,567,gpt-4o,gpt-4o-mini,1712,989,0.014170,2350,859,0.000868,5910,0.015038,audiofile-686588658799_extracted.json,success,,Halibu A,2026-01-08T21:37:43.150278
audiofile-686588665894.txt,4406,824,gpt-4o,gpt-4o-mini,2286,1193,0.017645,2554,1091,0.001038,7124,0.018683,audiofile-686588665894_extracted.json,success,,Halibu A,2026-01-08T21:38:18.907325
audiofile-686588669977.txt,1828,342,gpt-4o,gpt-4o-mini,1354,932,0.012705,2293,968,0.000925,5547,0.013630,audiofile-686588669977_extracted.json,success,,Halibu A,2026-01-08T21:38:58.181004
audiofile-686588702231.txt,3351,629,gpt-4o,gpt-4o-mini,1864,1132,0.015980,2493,1038,0.000997,6527,0.016977,audiofile-686588702231_extracted.json,success,,Halibu A,2026-01-08T21:39:38.406266
audiofile-686588717179.txt,2194,430,gpt-4o,gpt-4o-mini,1408,1339,0.016910,2700,869,0.000926,6316,0.017836,audiofile-686588717179_extracted.json,success,,Halibu A,2026-01-08T21:40:16.303702
audiofile-686588717271.txt,3022,557,gpt-4o,gpt-4o-mini,1720,1150,0.015800,2511,842,0.000882,6223,0.016682,audiofile-686588717271_extracted.json,success,,Halibu A,2026-01-08T21:40:58.384505
audiofile-686588728156.txt,3435,637,gpt-4o,gpt-4o-mini,1853,1163,0.016262,2524,1042,0.001004,6582,0.017266,audiofile-686588728156_extracted.json,success,,Halibu A,2026-01-08T21:41:36.133276
audiofile-686588730351.txt,3565,678,gpt-4o,gpt-4o-mini,1879,1234,0.017038,2595,1058,0.001024,6766,0.018062,audiofile-686588730351_extracted.json,success,,Halibu A,2026-01-08T21:42:24.432529
audiofile-686588734742.txt,1897,351,gpt-4o,gpt-4o-mini,1391,1045,0.013927,2406,999,0.000960,5841,0.014888,audiofile-686588734742_extracted.json,success,,Halibu A,2026-01-08T21:42:56.277889
audiofile-686588736952.txt,2796,539,gpt-4o,gpt-4o-mini,1668,1043,0.014600,2404,1008,0.000965,6123,0.015565,audiofile-686588736952_extracted.json,success,,Halibu A,2026-01-08T21:43:28.364875
audiofile-686588747207.txt,3307,610,gpt-4o,gpt-4o-mini,1862,1296,0.017615,2657,1071,0.001041,6886,0.018656,audiofile-686588747207_extracted.json,success,,Halibu A,2026-01-08T21:44:12.392664
audiofile-686588755296.txt,3680,679,gpt-4o,gpt-4o-mini,2095,1173,0.016967,2534,864,0.000898,6666,0.017866,audiofile-686588755296_extracted.json,success,,Halibu A,2026-01-08T21:44:41.704526
audiofile-686588757598.txt,2435,463,gpt-4o,gpt-4o-mini,1551,994,0.013818,2355,1000,0.000953,5900,0.014771,audiofile-686588757598_extracted.json,success,,Halibu A,2026-01-08T21:45:13.195134
audiofile-686588762059.txt,2606,489,gpt-4o,gpt-4o-mini,1682,1029,0.014495,2390,1027,0.000975,6128,0.015470,audiofile-686588762059_extracted.json,success,,Halibu A,2026-01-08T21:45:45.004964
audiofile-686588769393.txt,4523,838,gpt-4o,gpt-4o-mini,2337,1322,0.019063,2683,1052,0.001034,7394,0.020096,audiofile-686588769393_extracted.json,success,,Halibu A,2026-01-08T21:46:32.891587
audiofile-686588771436.txt,1948,387,gpt-4o,gpt-4o-mini,1431,1111,0.014687,2472,1085,0.001022,6099,0.015709,audiofile-686588771436_extracted.json,success,,Halibu A,2026-01-08T21:47:09.812331
audiofile-686588772941.txt,3309,632,gpt-4o,gpt-4o-mini,1817,1134,0.015883,2495,1065,0.001013,6511,0.016896,audiofile-686588772941_extracted.json,success,,Halibu A,2026-01-08T21:47:45.205163
audiofile-686588776950.txt,2855,548,gpt-4o,gpt-4o-mini,1652,1303,0.017160,2664,1084,0.001050,6703,0.018210,audiofile-686588776950_extracted.json,success,,Halibu A,2026-01-08T21:48:28.455421
audiofile-686588785096.txt,2672,485,gpt-4o,gpt-4o-mini,1676,1118,0.015370,2479,981,0.000960,6254,0.016330,audiofile-686588785096_extracted.json,success,,Halibu A,2026-01-08T21:49:02.288911
audiofile-686588786688.txt,4653,885,gpt-4o,gpt-4o-mini,2179,1224,0.017688,2585,1070,0.001030,7058,0.018717,audiofile-686588786688_extracted.json,success,,Halibu A,2026-01-08T21:49:47.597797
audiofile-686588793695.txt,3009,553,gpt-4o,gpt-4o-mini,1657,1140,0.015543,2501,1012,0.000982,6310,0.016525,audiofile-686588793695_extracted.json,success,,Halibu A,2026-01-08T21:50:24.772940
audiofile-686588801150.txt,3130,592,gpt-4o,gpt-4o-mini,1782,1269,0.017145,2630,1079,0.001042,6760,0.018187,audiofile-686588801150_extracted.json,success,,Halibu A,2026-01-08T21:51:06.954716
audiofile-686588801151.txt,2646,487,gpt-4o,gpt-4o-mini,1705,1078,0.015043,2439,1079,0.001013,6301,0.016056,audiofile-686588801151_extracted.json,success,,Halibu A,2026-01-08T21:51:54.207487
audiofile-686588807254.txt,3491,639,gpt-4o,gpt-4o-mini,1946,1045,0.015315,2406,1019,0.000972,6416,0.016287,audiofile-686588807254_extracted.json,success,,Halibu A,2026-01-08T21:52:45.496683
audiofile-686588808297.txt,1407,265,gpt-4o,gpt-4o-mini,1195,1125,0.014238,2486,772,0.000836,5578,0.015074,audiofile-686588808297_extracted.json,success,,Halibu A,2026-01-08T21:53:20.822037
audiofile-686588809475.txt,1879,356,gpt-4o,gpt-4o-mini,1370,1209,0.015515,2570,1037,0.001008,6186,0.016523,audiofile-686588809475_extracted.json,success,,Halibu A,2026-01-08T21:54:00.628000
audiofile-686588821078.txt,3939,751,gpt-4o,gpt-4o-mini,2017,1181,0.016852,2542,824,0.000876,6564,0.017728,audiofile-686588821078_extracted.json,success,,Halibu A,2026-01-08T21:54:33.170157
audiofile-686588821159.txt,3941,729,gpt-4o,gpt-4o-mini,2261,1190,0.017552,2551,1050,0.001013,7052,0.018565,audiofile-686588821159_extracted.json,success,,Halibu A,2026-01-08T21:55:07.922796
audiofile-686588838594.txt,3416,648,gpt-4o,gpt-4o-mini,1789,1128,0.015753,2489,1041,0.000998,6447,0.016750,audiofile-686588838594_extracted.json,success,,Halibu A,2026-01-08T21:55:43.941011
audiofile-686588848087.txt,2320,447,gpt-4o,gpt-4o-mini,1476,976,0.013450,2337,730,0.000789,5519,0.014239,audiofile-686588848087_extracted.json,success,,Halibu A,2026-01-08T21:56:17.726096
audiofile-686588919061.txt,2658,499,gpt-4o,gpt-4o-mini,1585,1217,0.016133,2578,811,0.000873,6191,0.017006,audiofile-686588919061_extracted.json,success,,Halibu A,2026-01-08T21:56:46.322386
audiofile-686588921993.txt,2534,476,gpt-4o,gpt-4o-mini,1528,1225,0.016070,2586,1042,0.001013,6381,0.017083,audiofile-686588921993_extracted.json,success,,Halibu A,2026-01-08T21:57:20.068868
audiofile-686588935873.txt,2012,382,gpt-4o,gpt-4o-mini,1388,1035,0.013820,2396,977,0.000946,5796,0.014766,audiofile-686588935873_extracted.json,success,,Halibu A,2026-01-09T07:14:33.579084
audiofile-686588944823.txt,4753,867,gpt-4o,gpt-4o-mini,2571,1170,0.018128,2531,1019,0.000991,7291,0.019119,audiofile-686588944823_extracted.json,success,,Halibu A,2026-01-09T07:15:07.842776
audiofile-686588946052.txt,3067,575,gpt-4o,gpt-4o-mini,1824,1120,0.015760,2481,1019,0.000984,6444,0.016744,audiofile-686588946052_extracted.json,success,,Halibu A,2026-01-09T07:15:55.068103
audiofile-686588954842.txt,5543,1056,gpt-4o,gpt-4o-mini,2354,1215,0.018035,2576,1141,0.001071,7286,0.019106,audiofile-686588954842_extracted.json,success,,Halibu A,2026-01-09T07:16:34.851439
audiofile-686588955554.txt,2213,426,gpt-4o,gpt-4o-mini,1451,1078,0.014408,2439,972,0.000949,5940,0.015357,audiofile-686588955554_extracted.json,success,,Halibu A,2026-01-09T07:17:11.364029
audiofile-686588960184.txt,3598,723,gpt-4o,gpt-4o-mini,1808,1208,0.016600,2569,1043,0.001011,6628,0.017611,audiofile-686588960184_extracted.json,success,,Halibu A,2026-01-09T07:17:54.620188
audiofile-686588970328.txt,3410,642,gpt-4o,gpt-4o-mini,1899,1203,0.016778,2564,1039,0.001008,6705,0.017785,audiofile-686588970328_extracted.json,success,,Halibu A,2026-01-09T07:18:39.922475
audiofile-686588971817.txt,5161,970,gpt-4o,gpt-4o-mini,2352,956,0.015440,2317,1052,0.000979,6677,0.016419,audiofile-686588971817_extracted.json,success,,Halibu A,2026-01-09T07:19:16.102246
audiofile-686588982074.txt,2290,439,gpt-4o,gpt-4o-mini,1460,1116,0.014810,2477,994,0.000968,6047,0.015778,audiofile-686588982074_extracted.json,success,,Halibu A,2026-01-09T07:20:00.851391
audiofile-686588984772.txt,2065,388,gpt-4o,gpt-4o-mini,1369,1070,0.014122,2431,1013,0.000972,5883,0.015095,audiofile-686588984772_extracted.json,success,,Halibu A,2026-01-09T07:20:39.460327
audiofile-686588996942.txt,3457,643,gpt-4o,gpt-4o-mini,1909,1165,0.016422,2526,1078,0.001026,6678,0.017448,audiofile-686588996942_extracted.json,success,,Halibu A,2026-01-09T07:21:21.381503
audiofile-686589009072.txt,4022,759,gpt-4o,gpt-4o-mini,1963,1023,0.015137,2384,1009,0.000963,6379,0.016100,audiofile-686589009072_extracted.json,success,,Halibu A,2026-01-09T07:21:56.581670
audiofile-686589009874.txt,1701,327,gpt-4o,gpt-4o-mini,1332,1182,0.015150,2543,1000,0.000981,6057,0.016131,audiofile-686589009874_extracted.json,success,,Halibu A,2026-01-09T07:22:32.815846
audiofile-686589023130.txt,2602,479,gpt-4o,gpt-4o-mini,1600,1143,0.015430,2504,1018,0.000986,6265,0.016416,audiofile-686589023130_extracted.json,success,,Halibu A,2026-01-09T07:23:16.330727
audiofile-686589029167.txt,4899,938,gpt-4o,gpt-4o-mini,2303,1190,0.017657,2551,1102,0.001044,7146,0.018701,audiofile-686589029167_extracted.json,success,,Halibu A,2026-01-09T07:23:57.607012
audiofile-686589029502.txt,4794,923,gpt-4o,gpt-4o-mini,2300,1137,0.017120,2498,1059,0.001010,6994,0.018130,audiofile-686589029502_extracted.json,success,,Halibu A,2026-01-09T07:24:37.169273
audiofile-686589047608.txt,3852,731,gpt-4o,gpt-4o-mini,1953,1196,0.016842,2557,1100,0.001044,6806,0.017886,audiofile-686589047608_extracted.json,success,,Halibu A,2026-01-09T07:25:19.199886
audiofile-686589047697.txt,3563,657,gpt-4o,gpt-4o-mini,1887,1127,0.015987,2488,1040,0.000997,6542,0.016985,audiofile-686589047697_extracted.json,success,,Halibu A,2026-01-09T07:25:56.611740
audiofile-686589050905.txt,2719,534,gpt-4o,gpt-4o-mini,1561,1235,0.016252,2596,1066,0.001029,6458,0.017281,audiofile-686589050905_extracted.json,success,,Halibu A,2026-01-09T07:26:37.250478
audiofile-686589067555.txt,1744,331,gpt-4o,gpt-4o-mini,1297,1000,0.013243,2361,973,0.000938,5631,0.014180,audiofile-686589067555_extracted.json,success,,Halibu A,2026-01-09T07:27:12.683966
audiofile-686589071890.txt,4332,821,gpt-4o,gpt-4o-mini,2170,1196,0.017385,2557,769,0.000845,6692,0.018230,audiofile-686589071890_extracted.json,success,,Halibu A,2026-01-09T07:27:51.628656
audiofile-686589072952.txt,9312,1755,gpt-4o,gpt-4o-mini,3808,1015,0.019670,2376,891,0.000891,8090,0.020561,audiofile-686589072952_extracted.json,success,,Halibu A,2026-01-09T07:28:30.348440
audiofile-686589083571.txt,2723,510,gpt-4o,gpt-4o-mini,1635,1048,0.014568,2409,1001,0.000962,6093,0.015529,audiofile-686589083571_extracted.json,success,,Halibu A,2026-01-09T07:29:13.403670
audiofile-686589090899.txt,1948,368,gpt-4o,gpt-4o-mini,1379,1022,0.013667,2383,963,0.000935,5747,0.014603,audiofile-686589090899_extracted.json,success,,Halibu A,2026-01-09T07:29:49.955843
audiofile-686589100926.txt,5154,946,gpt-4o,gpt-4o-mini,2757,1196,0.018853,2557,983,0.000973,7493,0.019826,audiofile-686589100926_extracted.json,success,,Halibu A,2026-01-09T07:30:28.835827
audiofile-686589103087.txt,2037,378,gpt-4o,gpt-4o-mini,1420,1133,0.014880,2494,920,0.000926,5967,0.015806,audiofile-686589103087_extracted.json,success,,Halibu A,2026-01-09T07:31:11.046178
audiofile-686589108773.txt,2166,408,gpt-4o,gpt-4o-mini,1530,1020,0.014025,2381,963,0.000935,5894,0.014960,audiofile-686589108773_extracted.json,success,,Halibu A,2026-01-09T07:31:41.961671
